Year,level,country_code,country_name,school_type,duration_days_fixed_exclusions,fixed_excl
200607,National,E92000001,England,Total,16,920
200607,National,E92000001,England,Total,17,345
200607,National,E92000001,England,Total,18,265
200607,National,E92000001,England,Total,19,240
200607,National,E92000001,England,Total,20,820
200607,National,E92000001,England,Total,21,205
200607,National,E92000001,England,Total,22,160
200607,National,E92000001,England,Total,23,125
200607,National,E92000001,England,Total,24,150
200607,National,E92000001,England,Total,25,290
200607,National,E92000001,England,Total,26,75
200607,National,E92000001,England,Total,27,70
200607,National,E92000001,England,Total,28,85
200607,National,E92000001,England,Total,29,85
200607,National,E92000001,England,Total,30,195
200607,National,E92000001,England,Total,31,65
200607,National,E92000001,England,Total,32,55
200607,National,E92000001,England,Total,33,50
200607,National,E92000001,England,Total,34,45
200607,National,E92000001,England,Total,35,90
200607,National,E92000001,England,Total,36,40
200607,National,E92000001,England,Total,37,40
200607,National,E92000001,England,Total,38,30
200607,National,E92000001,England,Total,39,40
200607,National,E92000001,England,Total,40,90
200607,National,E92000001,England,Total,41,25
200607,National,E92000001,England,Total,42,45
200607,National,E92000001,England,Total,43,30
200607,National,E92000001,England,Total,44,55
200607,National,E92000001,England,Total,45,190
200607,National,E92000001,England,Total,46 or more,45
200607,National,E92000001,England,State-funded primary,Total,45720
200607,National,E92000001,England,State-funded primary,0,35
200607,National,E92000001,England,State-funded primary,1,18015
200607,National,E92000001,England,State-funded primary,2,11125
200607,National,E92000001,England,State-funded primary,3,6790
200607,National,E92000001,England,State-funded primary,4,2570
200607,National,E92000001,England,State-funded primary,5,3510
200607,National,E92000001,England,State-funded primary,6,810
200607,National,E92000001,England,State-funded primary,7,505
200607,National,E92000001,England,State-funded primary,8,310
200607,National,E92000001,England,State-funded primary,9,240
200607,National,E92000001,England,State-funded primary,10,510
200607,National,E92000001,England,State-funded primary,11,185
200607,National,E92000001,England,State-funded primary,12,135
200607,National,E92000001,England,State-funded primary,13,115
200607,National,E92000001,England,State-funded primary,14,95
200607,National,E92000001,England,State-funded primary,15,250
200607,National,E92000001,England,State-funded primary,16,65
200607,National,E92000001,England,State-funded primary,17,55
200607,National,E92000001,England,State-funded primary,18,30
200607,National,E92000001,England,State-funded primary,19,30
200607,National,E92000001,England,State-funded primary,20,55
200607,National,E92000001,England,State-funded primary,21,30
200607,National,E92000001,England,State-funded primary,22,25
200607,National,E92000001,England,State-funded primary,23,20
200607,National,E92000001,England,State-funded primary,24,5
200607,National,E92000001,England,State-funded primary,25,20
200607,National,E92000001,England,State-funded primary,26,10
200607,National,E92000001,England,State-funded primary,27,10
200607,National,E92000001,England,State-funded primary,28,10
200607,National,E92000001,England,State-funded primary,29,15
200607,National,E92000001,England,State-funded primary,30,20
200607,National,E92000001,England,State-funded primary,31,10
200607,National,E92000001,England,State-funded primary,32,10
200607,National,E92000001,England,State-funded primary,33,5
200607,National,E92000001,England,State-funded primary,34,5
200607,National,E92000001,England,State-funded primary,35,10
200607,National,E92000001,England,State-funded primary,36,5
200607,National,E92000001,England,State-funded primary,37,5
200607,National,E92000001,England,State-funded primary,38,5
200607,National,E92000001,England,State-funded primary,39,5
200607,National,E92000001,England,State-funded primary,40,10
200607,National,E92000001,England,State-funded primary,41,5
200607,National,E92000001,England,State-funded primary,42,10
200607,National,E92000001,England,State-funded primary,43,10
200607,National,E92000001,England,State-funded primary,44,10
200607,National,E92000001,England,State-funded primary,45,10
200607,National,E92000001,England,State-funded primary,46 or more,10
200607,National,E92000001,England,State-funded secondary,Total,363270
200607,National,E92000001,England,State-funded secondary,0,315
200607,National,E92000001,England,State-funded secondary,1,106720
200607,National,E92000001,England,State-funded secondary,2,87335
200607,National,E92000001,England,State-funded secondary,3,68685
200607,National,E92000001,England,State-funded secondary,4,17500
200607,National,E92000001,England,State-funded secondary,5,44365
200607,National,E92000001,England,State-funded secondary,6,6060
200607,National,E92000001,England,State-funded secondary,7,4555
200607,National,E92000001,England,State-funded secondary,8,3095
200607,National,E92000001,England,State-funded secondary,9,2005
200607,National,E92000001,England,State-funded secondary,10,10380
200607,National,E92000001,England,State-funded secondary,11,1270
200607,National,E92000001,England,State-funded secondary,12,1140
200607,National,E92000001,England,State-funded secondary,13,745
200607,National,E92000001,England,State-funded secondary,14,1145
200607,National,E92000001,England,State-funded secondary,15,3735
200607,National,E92000001,England,State-funded secondary,16,830
200607,National,E92000001,England,State-funded secondary,17,270
200607,National,E92000001,England,State-funded secondary,18,215
200607,National,E92000001,England,State-funded secondary,19,200
200607,National,E92000001,England,State-funded secondary,20,745
200607,National,E92000001,England,State-funded secondary,21,165
200607,National,E92000001,England,State-funded secondary,22,130
200607,National,E92000001,England,State-funded secondary,23,95
200607,National,E92000001,England,State-funded secondary,24,135
200607,National,E92000001,England,State-funded secondary,25,260
200607,National,E92000001,England,State-funded secondary,26,60
200607,National,E92000001,England,State-funded secondary,27,55
200607,National,E92000001,England,State-funded secondary,28,70
200607,National,E92000001,England,State-funded secondary,29,65
200607,National,E92000001,England,State-funded secondary,30,170
200607,National,E92000001,England,State-funded secondary,31,50
200607,National,E92000001,England,State-funded secondary,32,45
200607,National,E92000001,England,State-funded secondary,33,40
200607,National,E92000001,England,State-funded secondary,34,35
200607,National,E92000001,England,State-funded secondary,35,75
200607,National,E92000001,England,State-funded secondary,36,30
200607,National,E92000001,England,State-funded secondary,37,35
200607,National,E92000001,England,State-funded secondary,38,25
200607,National,E92000001,England,State-funded secondary,39,35
200607,National,E92000001,England,State-funded secondary,40,75
200607,National,E92000001,England,State-funded secondary,41,20
200607,National,E92000001,England,State-funded secondary,42,35
200607,National,E92000001,England,State-funded secondary,43,15
200607,National,E92000001,England,State-funded secondary,44,45
200607,National,E92000001,England,State-funded secondary,45,170
200607,National,E92000001,England,State-funded secondary,46 or more,25
200607,National,E92000001,England,Special school,Total,16600
200607,National,E92000001,England,Special school,0,15
200607,National,E92000001,England,Special school,1,7715
200607,National,E92000001,England,Special school,2,3450
200607,National,E92000001,England,Special school,3,2095
200607,National,E92000001,England,Special school,4,885
200607,National,E92000001,England,Special school,5,1115
200607,National,E92000001,England,Special school,6,245
200607,National,E92000001,England,Special school,7,190
200607,National,E92000001,England,Special school,8,105
200607,National,E92000001,England,Special school,9,80
200607,National,E92000001,England,Special school,10,215
200607,National,E92000001,England,Special school,11,50
200607,National,E92000001,England,Special school,12,50
200607,National,E92000001,England,Special school,13,25
200607,National,E92000001,England,Special school,14,35
200607,National,E92000001,England,Special school,15,105
200607,National,E92000001,England,Special school,16,25
200607,National,E92000001,England,Special school,17,15
200607,National,E92000001,England,Special school,18,20
200607,National,E92000001,England,Special school,19,10
200607,National,E92000001,England,Special school,20,20
200607,National,E92000001,England,Special school,21,15
200607,National,E92000001,England,Special school,22,10
200607,National,E92000001,England,Special school,23,10
200607,National,E92000001,England,Special school,24,10
200607,National,E92000001,England,Special school,25,15
200607,National,E92000001,England,Special school,26,5
200607,National,E92000001,England,Special school,27,5
200607,National,E92000001,England,Special school,28,5
200607,National,E92000001,England,Special school,29,5
200607,National,E92000001,England,Special school,30,5
200607,National,E92000001,England,Special school,31,5
200607,National,E92000001,England,Special school,32,x
200607,National,E92000001,England,Special school,33,5
200607,National,E92000001,England,Special school,34,5
200607,National,E92000001,England,Special school,35,x
200607,National,E92000001,England,Special school,36,x
200607,National,E92000001,England,Special school,37,x
200607,National,E92000001,England,Special school,39,x
200607,National,E92000001,England,Special school,40,5
200607,National,E92000001,England,Special school,41,x
200607,National,E92000001,England,Special school,42,x
200607,National,E92000001,England,Special school,43,x
200607,National,E92000001,England,Special school,44,5
200607,National,E92000001,England,Special school,45,10
200607,National,E92000001,England,Special school,46 or more,10
