AcademicYear,LA,LAEstab,SchoolName,URN
201718,320,3202049,Thorpe Hall Primary,103060
201718,320,3202069,Gwyn Jones Primary,103074
201314,320,3202073,THOMAS GAMUEL PRIMARY,103076
201718,320,3202074,Mission Grove Primary School,103077
200910,320,3203302,St. Mary's Catholic Junior,103087
201718,320,3203305,St Joseph's  Catholic Infants,103090
201718,320,3204002,Eden Girls' School Waltham Forest,140957
201718,320,3204063,Heathcote School & Science College,103097
201718,320,3204076,The Lammas School and Sixth Form,133287
201718,330,3301014,West Heath Nursery School,103127
201718,330,3301015,Goodway Nursery and CC,103128
201718,330,3301022,Gracelands Nursery School,103135
201718,330,3301027,Adderley Children's Centre,103140
201718,330,3301048,Castle Vale Nursery School,103144
201718,330,3301049,Osborne Nursery School,103145
201718,330,3301107,Reach School,139671
201718,330,3301108,St. Georges Academy,139731
201718,330,3302008,Shaw Hill Primary School,103157
201718,330,3302039,Canterbury Cross Primary School,143942
201718,330,3302056,Ark Tindal Primary Academy,138397
201718,330,3302070,Montgomery Primary Academy,138864
201718,330,3302109,Four Dwellings Primary Academy,139131
201718,330,3302115,Kingsland Primary School,103221
201718,330,3302121,HAWKESLEY CHURCH PRIMARY ACADEMY,139269
201718,330,3302122,Yarnfield Primary School,139378
201718,330,3302127,LOZELLS PRIMARY SCHOOL,103227
201112,330,3302173,Slade Junior/Infants School,103254
201718,330,3302174,Sladefield Infants School,103255
201718,330,3302175,Turves Green Primary School,144390
201718,330,3302182,Ark Chamberlain Primary Academy,138052
201718,330,3302188,Stirchley Primary School,143433
201213,330,3302200,Tiverton J I (NC) School,103271
201718,330,3302231,Yorkmead Primary School,103284
201718,330,3302313,Heath Mount Primary School,103333
201718,330,3302314,Woodthorpe Junior and Infant School,103334
201718,330,3302315,NONSUCH PRIMARY SCHOOL,142358
201011,330,3302400,Banners Gate Junior School,103340
201718,330,3302436,Osborne Primary School,103363
201718,330,3302438,Highters Heath Community School,103365
201213,330,3302439,Tame Valley Community School,103366
201718,330,3302453,Leigh Primary School,140502
201718,330,3302480,Wychall Primary School,142386
201415,330,3302484,Wyndcliffe Primary School,133730
201718,330,3302485,Yenton Primary School,133729
201718,330,3303316,Guardian Angels Catholic Primary School,103420
201718,330,3303319,Christ The King Catholic Primary School,103423
201718,330,3303353,Bournville Junior School,103445
201718,330,3303381,St Alban's Catholic Primary School,103466
201718,330,3303406,St. Clare's Catholic Primary School,103476
201718,330,3303409,SACRED HEART CATHOLIC SCHOOL,103477
201718,330,3303410,SS. John and  Monica Catholic Primary School,103478
201718,330,3303421,Yardley Primary School,133996
201718,330,3304013,Ark Boulton Academy,140014
201718,330,3304014,The University of Birmingham School,140863
201718,330,3304015,Hodge Hill Girls' School,103483
201718,330,3304021,Eden Boy's School Birmingham,141969
201718,330,3304022,Cockshut Hill School,142388
200910,330,3304081,Sheldon Heath Community Arts College,103487
201718,330,3304084,Washwood Heath Academy,139888
201718,330,3304109,Perry Beeches the Academy,138141
201213,330,3304226,Four Dwellings High School,103510
201718,330,3304237,Swanshurst School A Specialist Science College,103514
201718,330,3304333,Balaam Wood School,103529
201718,330,3304334,Al-Hijrah School,133306
200809,330,3304611,St Alban's CE Specialist Engineering College,103532
201718,330,3304625,Saint John Wall Catholic School,103534
201718,330,3304663,St Edmund Campion Catholic School & Sixth Form Centre,103537
201718,330,3304664,Holy Trinity Catholic School,103538
201718,330,3305202,Walmley Junior School,103543
201718,330,3305406,KING EDWARD VI CAMP HILL GIRLS,137044
201718,316,3164003,Chobham Academy,139703
201718,316,3164016,Rokeby School,102777
201718,316,3164036,The Royal Docks Community Schl,131929
201718,316,3165400,Stratford School Academy,136978
201516,317,3172014,CLEVELAND INFANT SCHOOL,102799
201718,317,3172053,WELLS PRIMARY SCHOOL,102831
201718,317,3172055,Fullwood Primary School,102833
201718,317,3172069,Highlands Primary School,131013
201718,317,3173527,Redbridge Primary School,127046
201718,317,3174032,Seven Kings School,102856
201718,317,3174040,Oaks Park High School,133405
201718,318,3181001,Windham Nursery School,102882
200910,318,3182022,Stanley Infant & Nursery School,102899
201718,318,3183303,St Richard's CE Primary School,102907
201718,318,3183309,St Mary Magdalen's R.C. Primary School,102909
201718,318,3183316,St James's Primary School,102913
201718,318,3183326,Archdeacon Cambridge's School,102920
201718,318,3184002,The Richmond upon Thames School,143022
201718,319,3192000,BANDON HILL PRIMARY SCHOOL,102958
201718,319,3192009,Cheam Fields Primary Academy,143375
201718,319,3192012,ABBEY PRIMARY SCHOOL,102967
201718,319,3192013,CHEAM COMMON JUNIOR ACADEMY,142398
201718,319,3192040,Beddington Infants School,102983
201718,319,3192048,Culvers House Primary School,131103
201718,319,3192049,Muschamp Primary School,130934
201718,319,3194000,Carshalton Boys Sports College,136799
201718,319,3194015,Stanley Park High School,143002
201718,319,3197005,Wandle Valley School,137507
201011,320,3201003,College Gardens Nursery,103029
201718,320,3201004,Acacia Nursery,103030
201718,320,3202023,Newport School,103048
200708,320,3202024,Sybourn Junior,103049
201718,320,3202037,THOMAS GAMUEL PRIMARY,140405
201718,320,3202050, THE WINNS PRIMARY,103061
201314,320,3202058,Riverley Primary School,103067
201718,320,3202075,Coppermill Primary School,103078
201718,320,3202083,Barn Croft Primary,131057
201718,320,3202084,Mayville Primary School,142713
201718,320,3204001,Rushcroft Foundation School,138859
201718,320,3204064,Norlington Boys,143385
200708,320,3204065,Warwick School for Boys,103099
201718,330,3301017,Allens Croft Childrens Centre,103130
201718,330,3301021,Highters Heath Nursery School,103134
201718,330,3301038,Shenley Fields Daycare and Nursery School,103142
201718,330,3301109,CUL Academy Trust,141126
201718,330,3302014,Barford Primary School,103162
201718,330,3302024,Birches Green Junior School,103168
201718,330,3302058,Shirestone Academy,138425
201718,330,3302060,Cromwell Primary School,143563
201718,330,3302068,WARREN FARM PRIMARY SCHOOL,138303
201718,330,3302085,Greenholm Primary School,138693
201718,330,3302093,Hall Green Infants School,103210
201516,330,3302101,Highfield Junior and Infant School,103215
201718,330,3302102,OASIS ACADEMY BLAKENHALE INFANTS,139120
201718,330,3302117,Oasis Academy Boulton,139242
201718,330,3302128,Lyndon Green Junior School,103228
201718,330,3302129,Lyndon Green Infant School,103229
201718,330,3302140,Chivenor Primary School,140159
201718,330,3302144,Alston Primary School,140656
201718,330,3302145,Plantsbrook Learning Trust - Town Junior School,141206
201718,330,3302150,Park Hill Primary School,103241
201718,330,3302153,Allens Croft Primary School,103243
201718,330,3302154,ST.COLUMBA'S CATHOLIC PRIMARY,141669
201718,330,3302160,Rednal Hill Junior School,103248
201718,330,3302189,Ladypool Primary School,103265
201213,330,3302224,Woodhouse Primary School,103278
201718,330,3302225,World's End Junior School,103279
201314,330,3302272,Chivenor Junior/Infant School,103306
201718,330,3302293,Wilkes Green Junior School,103317
201718,330,3302294,Featherstone Primary School,103318
201718,330,3302295,Brookvale Primary School,139465
201718,330,3302310,Fairway Primary Academy,139484
201718,330,3302412,Wylde Green Primary School,103349
201718,330,3302425,Penns Primary School,103356
201718,330,3302447,The Oval Primary School,143087
201718,330,3302448,GOSSEY LANE ACADEMY,142794
201718,330,3302449,Twickenham Primary School,140518
201718,330,3302456,Bells Farm Primary School,103383
201213,330,3302468,Reaside Junior School,103394
201718,330,3302469,New Hall Primary & Children's Centre,103395
201718,330,3303002,Christ Church C.E. Primary (NC) School,103397
201213,330,3303011,ST JOHN'S Ladywood C of E Primary School,103402
201213,330,3303026,St.George's C.E.Junior/Infant School,103411
201718,330,3303306,St John's CE Primary School,139173
201718,330,3303329,St Augustine's Catholic Primary School,103431
201718,330,3303339,St. Joseph's Catholic Primary School (B7),103436
201718,330,3303344,St Mary's Catholic Primary,103438
201718,330,3303350,SS. Mary and John Catholic Primary School,103442
201718,306,3062086,Courtwood Primary,101774
200910,306,3062089,Broadmead Infants School,101775
201718,306,3062095,Beulah Infants' School,141120
201718,306,3062103,Fairchildes Primary School,140717
201718,306,3063400,Good Shepherd RC Primary,142587
201718,306,3063401,St. Joseph's Junior,101795
201718,306,3063404,Margaret Roper Catholic Primary,101797
201213,306,3064024,Westwood Girls' College,101805
201718,306,3064600,Archbishop Tenison's CE High,101811
201718,306,3065402,St Joseph's College,138221
201718,306,3065403,Thomas More Catholic School,101821
201314,306,3065408,The Archbishop Lanfranc School,101826
201718,306,3066908,Harris Academy Purley,135955
201718,306,3066910,The Quest Academy,136203
201718,307,3072003,St Mary's C of E Primary School,140963
201718,307,3072004,Ark Byron Primary Academy,142110
201718,307,3072005,Berrymede Junior,101866
201718,307,3072010,Woodlands Academy,143118
201718,307,3072046,North Ealing Primary School,101870
201718,307,3072058,St John's Primary School,101873
201718,307,3072071,WEST ACTON PRIMARY,101876
201718,307,3072092,Downe Manor Primary School,101880
201718,307,3072115,North Primary School,101884
201314,840,8402137,Ouston County Infant School,114014
201718,840,8402233,Bloemfontein Primary School,114034
201415,840,8402254,Shotley Bridge Junior School,114037
201718,840,8402278,Consett Infant School & Nursery Unit,114052
201718,840,8402316,Sunnybrow Primary School,114060
201718,840,8402319,Frosterley Community Primary School,114062
201314,840,8402383,Rosa Street Primary School,114085
201718,840,8402388,Bowburn Junior School,114087
201718,840,8402399,FISHBURN PRIMARY SCHOOL,114095
201213,840,8402402,Coundon Primary School,114098
201718,840,8402411,Aycliffe Village Primary,114101
201718,840,8402419,St. Helen Auckland Primary,114104
201718,840,8402423,Thornhill Primary School,114106
201718,840,8402434,Cockton Hill Infants' School,114111
201718,840,8402442,MONTALBO PRIMARY & NURSERY SCHOOL,114115
201718,840,8402453,New Brancepeth Primary School,114119
201415,840,8402494,Belmont Infants School,114137
201718,840,8402499,Laurel Avenue Community Primary School,114140
201718,840,8402523,Thornley Primary School,114146
201718,840,8402528,Wingate County Junior School,114148
201718,840,8402943,Newker Primary School,131233
201718,840,8403300,St Cuthbert's RC (VA) Prim Sch,114235
201718,840,8403403,St. Pius Xth R.C.V.A. Primary School,114249
201718,840,8403461,St. Mary's R.C School,114261
201718,840,8403472,St. Francis C.E. Junior School,114267
201718,825,8253305,Swanbourne  C E (VA) School,110451
201718,825,8253315,Marsworth CE Infant School,110454
201718,825,8253346,St Nicolas CE Combined School Taplow,138121
201718,825,8254007,Bourne End Academy,140678
201718,825,8254036,PRINCES RISBOROUGH SCHOOL,137372
201718,825,8254061,Dr. Challoner's High School,137219
201718,825,8254072,Cressex Community School,110500
201718,825,8254501,The Royal Latin School,137344
201718,825,8254503,Wycombe High School,136723
201718,825,8254504,Dr Challoner's Grammar School,136419
201718,825,8255206,Loudwater Combined School,110524
201718,825,8257003,Alfriston School,137934
200607,825,8257024,Kynaston School,110586
201718,825,8257035,Westfield School,131933
201718,826,8261109,Bridge Alternative Provisioning Academy,140252
201718,826,8262018,Charles Warren Academy,138440
201718,826,8262024,Fairfields Primary School,143766
201718,826,8262062,OLDBROOK FIRST SCHOOL,110240
201718,826,8262284,LANGLAND COMMUNITY SCHOOL,110354
201718,826,8262305,Greenleys Junior,110367
201112,826,8262314,Meadfurlong School,110373
201718,826,8262320,The Willows School and Early Years Centre,110379
201718,826,8262336,Caroline Haslett School,110394
201718,826,8263003,Newton Blossomville CE School,110405
201718,826,8263004,North Crawley CE School,110406
201718,826,8264000,Walton High,136842
201718,826,8264703,Oakgrove School,136454
201718,826,8264704,The Hazeley Academy,136844
201516,826,8265400,Stantonbury Campus,110526
201718,826,8265406,The Radcliffe School,110532
201718,830,8302000,Leys Junior School,112492
201718,830,8302004,Ironville and Codnor Park Primary School,112495
201718,830,8302006,Riddings Infant and Nursery School,112496
201718,830,8302013,Chapel-en-le-Frith C of E Primary School,133538
201718,830,8302018,Aston on Trent Primary,112502
201718,830,8302021,Bamford Primary School,112504
201718,830,8302029,Scargill CE Primary School,144467
201718,830,8302041,Blackwell Community and Nursery School,112506
201718,830,8302043,Newton Primary School,112507
201718,830,8302048,Bolsover Infant and Nursery School,112511
201718,830,8302049,Bradwell Junior School,112512
200809,830,8302077,Danesmoor Infant School,112531
201718,830,8302103,Egginton Primary School,112547
201718,830,8302104,Creswell Junior School,112548
201718,830,8302190,Pilsley Primary School,112605
201718,830,8302257,Town End Junior School,112639
201718,830,8302262,Unstone St Mary's Infant School,112643
201718,830,8302270,WHITWELL PRIMARY SCHOOL,112649
201718,830,8302274,Deer Park Primary School,112651
201718,830,8302287,Gilbert Heathcote Nursery and Infant School,112662
201718,830,8302291,Mary Swanwick Community Primary School,143578
201718,830,8302293,Highfield Hall Primary School,112667
201718,830,8302299,William Rhodes Primary and Nursery School,112671
201718,830,8302375,Larklands Infant and Nursery School,112708
201718,830,8302622,Long Row Primary School,112785
201718,830,8302625,Milford Community Primary School,112788
201718,830,8303012,Bolsover C. E.  Junior School,112801
201718,830,8303025,Christ Church CofE Primary School,143180
201718,830,8303039,Earl Sterndale C.E. Primary School,112821
201718,830,8303080,St. John's Church of England Primary,112849
201718,830,8303097,Walton-on-Trent CE(C) Primary School,112861
201718,830,8303164,Codnor Community Primary School CofE,131156
201314,830,8303308,Newbold Church of England Primary School,112879
201718,830,8303325,Longstone CofE Primary School,112887
201718,830,8303338,Bishop Pursglove C of E (VA) Primary School,112893
201718,830,8303342,Weston on Trent CE (Aided) Primary School,112896
201718,830,8303501,St. Anne's Catholic Primary School,112897
201718,830,8303503,Immaculate Conception Catholic Primary School,141569
201718,830,8303508,St. Thomas Catholic Primary School,112903
201718,830,8304005,St. Philip Howard Catholic Voluntary Academy,142042
201718,830,8304019,Chapel-en-le-Frith High School,112932
201718,830,8304126,Eckington School,112943
201213,830,8304167,The Ormiston Ilkeston Academy,137253
201718,830,8304173,Tibshelf Community School,112949
201718,830,8304174,Highfields School,112950
201718,830,8304192,Whittington Green School,112958
201718,830,8304195,Parkside Community School,112961
201718,830,8304500,Queen Elizabeth's Grammar School,136972
201718,830,8304509,Dronfield Henry Fanshawe School,112969
201718,830,8304601,St Thomas More Catholic School,112971
201415,830,8304602,St. Philip Howard Catholic School,112972
201718,830,8307005,Brackenfield Special School,113031
201718,831,8312006,Homefields Primary School,133258
201718,831,8312011,Bishop Lonsdale CE Primary School & Nursery,140842
201718,831,8312014,Akaal Primary School,142109
201718,831,8312018,Breadsall Hill Top Primary School,144624
201718,830,8302060,Buxton Junior School,112521
201718,830,8302079,Clowne Junior School,112532
201718,830,8302083,CURBAR PRIMARY SCHOOL,112535
200607,830,8302123,Mary Howitt Infant School,112560
201718,830,8302133,Horsley Woodhouse Primary School,112567
201718,830,8302153,Little Eaton Primary School,112580
200607,830,8302183,North Wingfield Junior School,112601
201718,830,8302201,Ripley Junior School,112611
201718,830,8302213,Palterton Primary School,112617
201718,830,8302243,Duckmanton Primary School,112630
201617,830,8302249,Springfield Junior School,112633
201718,830,8302251,Church Gresley Infant and Nursery School,112634
201718,830,8302253,Newhall Community Junior School,112635
201718,830,8302258,Tibshelf Infant School,112640
201718,830,8302259,Tupton Primary And Nursery School,112641
201718,830,8302269,Furness Vale Primary School,112648
201718,830,8302275,Wirksworth Junior School,112652
201718,830,8302283,Cavendish Junior School,112659
201718,830,8302288,Hasland Junior School,112663
201718,830,8302308,Westfield Infant School,112674
201718,830,8302315,Eureka Primary School,112677
201718,830,8302333,Ashbourne Hilltop Primary and Nursery School,112686
201718,830,8302336,Copthorne Community Infant School,112687
201718,830,8302338,Ashbrook Infant and Nursery School,112688
201718,830,8302354,Gamesley Community Primary School,112693
201718,830,8302363,Dovedale Primary School,141540
201718,830,8302368,Willington Primary School,112701
201718,830,8302618,Stenson Fields Primary Community School,112781
201415,830,8302632,Inkersall Primary School,112795
201718,830,8303008,Sale and Davys CE Controlled Primary School,112799
201718,830,8303016,Bradwell Infant C E (C) School,112803
201718,830,8303032,Creswell C E Infant and Nursery School,112814
201718,830,8303041,Hartington C of E Primary School,112823
201718,830,8303048,Langley Mill CofE Infant School and Nursery,112827
201718,830,8303055,Horsley Church of England Primary School,112830
201718,830,8303060,Kirk Ireton CofE Primary School,112832
201718,830,8303064,Longford CE (Controlled) Primary,112835
201718,830,8303066,All Saints CofE Junior School,144067
201718,830,8303093,Stoney Middleton C of E Primary School,112858
201718,830,8303098,Mugginton CofE Primary School,112862
201718,830,8303100,Wirksworth C. of E. Infant School,112864
201718,830,8303107,Duke of Norfolk C.E. Primary School,112868
201718,830,8303151,Bakewell Methodist Junior School,112870
201718,830,8303157,Taxal and Fernilee C.E. Primary School,112872
201718,830,8303162,Calow C.E(Voluntary Controlled)Primary School,112876
201718,830,8303330,Newton Solney Church of England Infant School,112890
201718,830,8303337,Taddington and Priestcliffe C of E Primary School,112892
201516,830,8303511,St Edward's Catholic Primary School,112906
201718,830,8303513,St. Elizabeth's Catholic Primary School,112907
201718,830,8303516,"Saint Joseph's Catholic Primary School, A Voluntary Academy",141478
201718,830,8303518,CHRIST THE KING CATHOLIC PRIMARY SCHOOL,112909
201617,830,8303545,St Josephs Catholic Primary,112929
201718,830,8304000,Swanwick Hall School,142741
201718,830,8304004,Outwood Academy Newbold,141377
201718,830,8304034,Tupton Hall School,112933
201718,830,8304052,The Long Eaton School,136716
201718,830,8304057,New Mills School & Sixth Form,112936
201718,830,8304097,Granville Academy,144533
201718,830,8304111,Hope Valley College,137350
201718,830,8304169,Kirk Hallam Community Academy,136485
201415,830,8304194,Newbold Community School,112960
201718,830,8305208,Fairmeadows Foundation Primary School,112982
201112,831,8312407,Boulton Primary School,112719
201718,831,8312420,Osmaston Primary School,112725
201617,831,8312423,Pear Tree Community Junior School,112727
201718,831,8312432,Brackensdale Junior School,112736
201617,831,8312448,Cavendish Close Junior School,112748
201718,831,8312449,Cavendish Close Infant School,112749
200910,831,8312468,Borrow Wood Infant & Nursery School,112764
201718,831,8312469,Silverhill Primary School,112765
201718,831,8314001,Merrill Academy,139051
201718,831,8314008,City of Derby Academy,145132
200607,831,8316900,Landau Forte College,113029
201718,831,8316905,Landau Forte College,135120
201718,831,8317026,Ivy House School,113047
201718,835,8352000,Trinity CE VA First School,132767
201718,835,8352003,Bridport Primary School,142690
201718,835,8352026,Upton  Infant School,113671
201718,835,8352029,Sherborne  Primary,144417
201718,835,8352032,STURMINSTER MARSHALL FIRST SCHOOL,113675
201112,835,8352205,Underhill C Junior School,113711
201718,835,8353001,Stoborough CE VA Primary School,113753
201718,835,8353002,Archbishop Wake Primary School,141043
200607,835,8353036,Winfrith First School,113770
201718,835,8353051,Broadwindsor CE Primary,113777
201718,840,8403481,St Patrick's RC Primary School,114268
201718,840,8403486,ST. GODRIC'S RCVA PRIMARY,114271
201718,840,8403489,St Joseph's R C Primary School,114273
201718,840,8403505,St Mary's R.C.V.A. Primary,114279
201718,840,8403522,Tanfield Lea Community Primary School,131545
201718,840,8403524,Seaham Trinity Primary School,134657
201718,840,8403526,Greenland Community Primary School,143585
201718,840,8404003,Apollo Studio Academy,141109
201718,840,8404007,TEESDALE SCHOOL,144496
201718,840,8404008,Staindrop Academy,144991
201718,840,8404054,The Hermitage,136683
201112,840,8404110,Moorside Community Technology College,114294
201718,840,8404128,Parkside Academy,137903
201718,840,8404178,KING JAMES I ACADEMY,136770
201718,840,8407030,Windlestone  School,114347
201213,841,8412000,SKERNE PARK PRIMARY SCHOOL,132206
201718,841,8412001,Firthmoor Primary School,138129
201213,841,8412004,Dodmire School,135741
201718,841,8412005,The Rydal Academy,138989
201718,841,8412009,Corporation Road Community Primary School,143512
201718,841,8413132,Heighington CofE Primary School,137022
201718,841,8413517,Harrowgate Hill Primary,135088
201718,841,8414288,Hummersknott Academy,136838
201718,841,8417000,Marchbank School,139691
201718,845,8452005,Peacehaven Heights Primary School,138426
201718,845,8452016,All Saints CE Academy,141655
201718,845,8452019,Sir Henry Fermor Primary School,142611
201718,845,8452023,WHITE HOUSE ACADEMY,145015
201718,845,8452057,Ashdown Primary School,114392
201112,845,8452077,Peacehaven Infants,114409
201718,845,8452083,Ringmer Primary School,114415
201718,845,8452107,MANOR PRIMARY SCHOOL,114437
201718,845,8452112,Harbour Primary and Nursery,114441
201718,845,8452120,Sandown County Primary,114447
201314,845,8452124,WEST ST. LEONARDS COMMUNITY PRIMARY,114451
201718,845,8452128,Dudley Infant Academy,140311
201718,845,8452161,Robsack Wood Primary Academy,141263
201112,845,8452168,King Offa Primary School,131373
201718,845,8453046,Ninfield CE Primary School,114515
201718,845,8453049,PEASMARSH CE PRIMARY SCHOOL,114518
201718,845,8453068,Firle C E School,114525
201718,845,8453339,ST MARY MAGDALENE CATHOLIC PRIMARY SCHOOL,114565
201617,845,8453363,St.Thomas a Becket Catholic Jr,114578
201718,845,8454002,Gildredge House,139796
201718,845,8454004,Seahaven Academy,140679
201718,845,8454025,Claverham Community College,114584
201718,845,8454047,Priory School,114598
201011,845,8454057,Hillcrest School,114601
201718,845,8456905,The Eastbourne Academy,136106
201213,846,8462006,Whitehawk Primary,132029
201718,846,8462009,Downs Junior School,114366
201718,846,8462017,Hertford Infants School,114368
201718,846,8462018,Middle Street Primary.,114369
201718,846,8462043,Hertford Junior,114383
201718,846,8462065,Goldstone Primary,114398
201718,846,8462096,West Hove Infant School,114428
201718,846,8462156,Queens Park Primary School,114478
201718,846,8463304,St Margaret's CE Primary,114537
201718,846,8463305,St Bartholomew's CE Primary,114538
201718,846,8463311,St John The Baptist RC School,114540
201718,846,8463344,St Mary's Catholic Primary,114570
201011,846,8464049,Portslade Community College,114599
201718,846,8467034,Cedar Centre,133639
201718,850,8501001,Haven Children's Centre,115830
201718,850,8502007,Portway Infant School,115857
201718,850,8502014,BEAULIEU COUNTY PRIMARY,115861
201718,850,8502016,Cherrywood Community Primary,132802
201718,850,8502025,Broughton Primary School,115867
201718,850,8502031,Cornerstone Voluntary Aided Church of England Primary School,139548
201718,850,8502047,Curdridge Primary,115879
201718,850,8502061,The Crescent Primary School,115886
201718,850,8502077,Fawley Infant School,141473
201718,850,8502091,HAMBLE PRIMARY,115901
201718,850,8502092,Hambledon Primary School,115902
201213,850,8502099,Front Lawn Infant,115907
201718,850,8502104,Trosnant Infant School,115912
201718,850,8502148,NORTH WALTHAM PRIMARY SCHOOL,115932
201718,850,8502168,Wicor Primary School,115938
201718,850,8502181,SHEET PRIMARY SCHOOL,115946
201718,850,8502190,Tadley Primary School,115952
201718,850,8502217,Fryern County Infant,115968
201718,850,8502229,Church Crookham Junior,115976
201718,850,8502246,Mengham Infant School,115986
201718,850,8502270,Fleet Infant School,116003
201718,850,8502323,Denmead Junior School,116043
201718,850,8502328,Oakley  Infant School,116047
200910,850,8502331,YATELEY INFANT SCHOOL,116050
201213,850,8502508,WEST END INFANT SCHOOL,116139
201516,850,8502602,Brockhurst Junior School,116161
201718,850,8502612,Haselworth Primary School,116165
201718,351,3514607,St. Gabriel's RC High School,105367
201718,351,3517009,Cloughside School,105376
201718,352,3522024,Manchester Communication Primary Academy,140482
201314,352,3522069,Cravenwood Primary School,105409
201718,352,3522079,Brookburn Community Primary School,144131
201718,352,3522165,Moston Lane Primary,105428
201718,352,3522184,New Moston Primary School,105432
201718,352,3522232,Rack House Primary School,105448
201718,352,3522247,Broadhurst Primary School,105451
201718,352,3522298,Broad Oak Primary School,105467
201718,352,3522305,Manley Park Primary School,105472
201718,352,3522324,Medlock Primary,105483
201718,352,3522327,Crumpsall Lane Primary School,105486
201718,352,3522340,Button Lane Primary School,131938
201415,352,3523037,St. James C.E. Primary,105497
201718,352,3523039,St. Paul's C.E. Primary,105498
200809,352,3524272,North Manchester High For Boys,105561
201718,352,3524276,Wright Robinson College,105564
201718,352,3524765,Trinity Church of England High School,137801
201718,352,3525200,St Kentigern's RC Pri.,105584
201112,352,3527025,Ewing School,105607
201718,353,3531101,Hollinwood Academy,140388
201718,353,3532002,Beever Primary School,105627
201617,353,3532006,Stoneleigh,138792
201718,353,3532079,Delph Primary School,105669
201718,353,3532085,Buckstones,105671
201718,353,3532099,Burnley Brow Community School,105680
201314,353,3532104,Alt Primary School,105682
201718,353,3532109,Stanley Road Primary School,105686
201718,353,3532111,Medlock Valley Community School,133710
201718,353,3532112,Clarksfield Primary School,133711
201718,353,3533007,St Anne's CofE Lydgate Primary School,144000
201718,353,3533303,St. Thomas Moorside CE,105695
201718,353,3533355,East Crompton St Georges CE,142271
201213,353,3533505,Coppice Primary School,135153
201718,353,3533509,Hodge Clough Primary School,136223
201718,353,3534600,The Blue Coat School,137133
201011,353,3534607,OUR LADY'S R.C. HIGH SCHOOL.,105742
201718,353,3534608,Blessed John Henry Newman College,136432
201718,354,3542024,Lowerplace Primary School,105777
201718,354,3542028,Belfield Community School,105780
200708,354,3542045,Langley County Primary,105790
200607,354,3542051,Alkrington Moss C P School,105794
201718,354,3543505,Sacred Heart R C School,105828
201718,354,3543506,All Saints' Church of England Primary School,105829
201718,354,3543510,St Josephs RC Primary School,105833
201718,354,3544088,Matthew Moss High School,105839
201718,354,3544091,Middleton Technology School,143319
201718,354,3545400,Wardle Academy,140055
201718,355,3551101,The New Broadwalk,132741
200910,355,3552008,Langworthy Road Primary School,105885
201011,355,3552016,NORTH GRECIAN STREET PRIMARY,105887
201718,355,3552042,Willow Tree Primary,136079
201718,355,3552052,Irlam Primary School,105898
201718,355,3552074,Peel Hall Primary School,105913
201718,355,3552075,Hilton Lane Primary School,105914
201112,355,3552086,Dukesgate Primary School,105920
201718,355,3552091,The Deans C. P. School,105924
201718,355,3553037,St Paul's CE Primary School HG,105937
201617,355,3554036,IRLAM AND CADISHEAD COLLEGE,105976
201718,355,3554052,Harrop Fold School,133351
201718,355,3554616,St. Patrick's Catholic High School and Arts College,105986
201718,356,3561008,Freshfield Nursery School,106021
201718,356,3561101,Moat House,106023
200809,356,3562002,Alexandra Park Junior School,106026
201718,356,3562017,Brookside Primary School,106036
201718,356,3562030,Etchells Primary,106045
201718,356,3562044,High Lane Primary School,106051
201718,356,3562081,Oak Tree Primary,106073
201718,356,3562083,Romiley Primary School,106075
201718,356,3562089,Torkington Primary,106081
201718,356,3562107,Lum Head Primary,106093
201617,356,3562109,Bredbury Green Primary School,106095
201718,356,3562114,ARDEN PRIMARY SCHOOL,106100
201718,356,3562284,Alexandra Park Primary School,135746
201718,356,3563500,Cheadle Catholic Infant School,106111
201718,356,3563501,Cheadle Catholic Junior School,106112
201718,356,3563524,St George's CE Primary School,131306
201718,356,3564032,Priestnall School,106133
201718,356,3564034,Stockport School,106135
201718,356,3564603,ST ANNE'S R.C. SCHOOL,106144
201718,357,3571103,Tameside Pupil Referral Service,137322
201718,357,3572011,Arundale Primary School,106184
201718,357,3572019,Stalyhill Junior School,106189
201718,357,3572033,Dowson Primary Academy,143377
201718,357,3572034,Godley Community Primary Academy,142704
201718,357,3572045,Fairfield Road Primary,106207
201718,357,3572066,GREENSIDE PRIMARY SCHOOL AND C,106218
201718,357,3573003,St John's C.E. Primary,106228
201718,850,8504156,Aldworth School,116427
201718,850,8504164,CRANBOURNE BUSINESS & ENTERPRISE COLLEGE,116432
201718,850,8504171,Calthorpe Park School,116436
201718,850,8504173,HORNDEAN TECHNOLOGY COLLEGE,116437
201617,850,8504187,Fort Hill Community School,116444
201718,850,8504206,THE WAVELL SCHOOL,116448
201718,850,8505202,Abbotswood Junior School,116482
201718,850,8505205,Blackfield Primary School,141474
200910,850,8505212,ST PETER'S CHURCH OF ENGLAND JUNIOR SCHOOL,116492
201718,850,8505411,OAKLANDS CATHOLIC SCHOOL,137345
201718,850,8505416,Cams Hill School,137538
201314,850,8507002,Grangeside,135939
201718,851,8512654,Meon Infant School,116189
201718,851,8512699,Wimborne Infant School,116212
201718,851,8513422,St. John's CC Primary School,116385
201718,851,8514320,Admiral Lord Nelson School,140697
201718,851,8515413,St Edmund's Catholic School,116505
201718,852,8521115,Southampton Children's Hospital School,140649
201718,852,8522006,Hightown Primary School,139947
201213,852,8522408,Bitterne Park Infant School,116091
