Year,level,country_code,country_name,school_type,total_length_days_fixed_exclusions,headcount
201516,National,E92000001,England,Total,Total,167125
201516,National,E92000001,England,Total,1,47785
201516,National,E92000001,England,Total,2,31300
201516,National,E92000001,England,Total,3,21825
201516,National,E92000001,England,Total,4,10325
201516,National,E92000001,England,Total,5,17210
201516,National,E92000001,England,Total,6,6530
201516,National,E92000001,England,Total,7,4935
201516,National,E92000001,England,Total,8,4535
201516,National,E92000001,England,Total,9,3035
201516,National,E92000001,England,Total,10,3950
201516,National,E92000001,England,Total,11,2165
201516,National,E92000001,England,Total,12,1875
201516,National,E92000001,England,Total,13,1580
201516,National,E92000001,England,Total,14,1320
201516,National,E92000001,England,Total,15,1660
201516,National,E92000001,England,Total,16,975
201516,National,E92000001,England,Total,17,780
201516,National,E92000001,England,Total,18,725
201516,National,E92000001,England,Total,19,575
201516,National,E92000001,England,Total,20,630
201516,National,E92000001,England,Total,21,425
201516,National,E92000001,England,Total,22,345
201516,National,E92000001,England,Total,23,320
201516,National,E92000001,England,Total,24,245
201516,National,E92000001,England,Total,25,235
201516,National,E92000001,England,Total,26,190
201516,National,E92000001,England,Total,27,190
201516,National,E92000001,England,Total,28,160
201516,National,E92000001,England,Total,29,135
201516,National,E92000001,England,Total,30,170
201516,National,E92000001,England,Total,31,85
201516,National,E92000001,England,Total,32,90
201516,National,E92000001,England,Total,33,90
201516,National,E92000001,England,Total,34,70
201516,National,E92000001,England,Total,35,80
201516,National,E92000001,England,Total,36,50
201516,National,E92000001,England,Total,37,50
201516,National,E92000001,England,Total,38,50
201516,National,E92000001,England,Total,39,45
201516,National,E92000001,England,Total,40,55
201516,National,E92000001,England,Total,41,25
201516,National,E92000001,England,Total,42,50
201516,National,E92000001,England,Total,43,40
201516,National,E92000001,England,Total,44,45
201516,National,E92000001,England,Total,45,95
201516,National,E92000001,England,Total,46 or more,75
201516,National,E92000001,England,State-funded primary,Total,25765
201516,National,E92000001,England,State-funded primary,1,7540
201516,National,E92000001,England,State-funded primary,2,5385
201516,National,E92000001,England,State-funded primary,3,3240
201516,National,E92000001,England,State-funded primary,4,1820
201516,National,E92000001,England,State-funded primary,5,1805
201516,National,E92000001,England,State-funded primary,6,1050
201516,National,E92000001,England,State-funded primary,7,775
201516,National,E92000001,England,State-funded primary,8,705
201516,National,E92000001,England,State-funded primary,9,545
201516,National,E92000001,England,State-funded primary,10,500
201516,National,E92000001,England,State-funded primary,11,370
201516,National,E92000001,England,State-funded primary,12,320
201516,National,E92000001,England,State-funded primary,13,255
201516,National,E92000001,England,State-funded primary,14,245
201516,National,E92000001,England,State-funded primary,15,215
201516,National,E92000001,England,State-funded primary,16,160
201516,National,E92000001,England,State-funded primary,17,130
201516,National,E92000001,England,State-funded primary,18,110
201516,National,E92000001,England,State-funded primary,19,100
201516,National,E92000001,England,State-funded primary,20,85
201516,National,E92000001,England,State-funded primary,21,55
201516,National,E92000001,England,State-funded primary,22,55
201516,National,E92000001,England,State-funded primary,23,45
201516,National,E92000001,England,State-funded primary,24,30
201516,National,E92000001,England,State-funded primary,25,25
201516,National,E92000001,England,State-funded primary,26,20
201516,National,E92000001,England,State-funded primary,27,25
201516,National,E92000001,England,State-funded primary,28,15
201516,National,E92000001,England,State-funded primary,29,20
201516,National,E92000001,England,State-funded primary,30,15
201516,National,E92000001,England,State-funded primary,31,10
201516,National,E92000001,England,State-funded primary,32,10
201516,National,E92000001,England,State-funded primary,33,15
201516,National,E92000001,England,State-funded primary,34,10
201516,National,E92000001,England,State-funded primary,35,10
201516,National,E92000001,England,State-funded primary,36,5
201516,National,E92000001,England,State-funded primary,37,5
201516,National,E92000001,England,State-funded primary,38,10
201516,National,E92000001,England,State-funded primary,39,5
201516,National,E92000001,England,State-funded primary,40,5
201516,National,E92000001,England,State-funded primary,41,5
201516,National,E92000001,England,State-funded primary,42,x
201516,National,E92000001,England,State-funded primary,43,5
201516,National,E92000001,England,State-funded primary,44,5
201516,National,E92000001,England,State-funded primary,45,5
201516,National,E92000001,England,State-funded primary,46 or more,10
201516,National,E92000001,England,State-funded secondary,Total,135925
201516,National,E92000001,England,State-funded secondary,1,38895
201516,National,E92000001,England,State-funded secondary,2,24905
201516,National,E92000001,England,State-funded secondary,3,17870
201516,National,E92000001,England,State-funded secondary,4,8070
201516,National,E92000001,England,State-funded secondary,5,14960
201516,National,E92000001,England,State-funded secondary,6,5210
201516,National,E92000001,England,State-funded secondary,7,3960
201516,National,E92000001,England,State-funded secondary,8,3685
201516,National,E92000001,England,State-funded secondary,9,2365
201516,National,E92000001,England,State-funded secondary,10,3335
201516,National,E92000001,England,State-funded secondary,11,1705
201516,National,E92000001,England,State-funded secondary,12,1480
201516,National,E92000001,England,State-funded secondary,13,1260
201516,National,E92000001,England,State-funded secondary,14,1015
201516,National,E92000001,England,State-funded secondary,15,1390
201516,National,E92000001,England,State-funded secondary,16,780
201516,National,E92000001,England,State-funded secondary,17,620
201516,National,E92000001,England,State-funded secondary,18,585
201516,National,E92000001,England,State-funded secondary,19,450
201516,National,E92000001,England,State-funded secondary,20,525
201516,National,E92000001,England,State-funded secondary,21,355
201516,National,E92000001,England,State-funded secondary,22,275
201516,National,E92000001,England,State-funded secondary,23,265
201516,National,E92000001,England,State-funded secondary,24,205
201516,National,E92000001,England,State-funded secondary,25,200
201516,National,E92000001,England,State-funded secondary,26,160
201516,National,E92000001,England,State-funded secondary,27,160
201516,National,E92000001,England,State-funded secondary,28,130
201516,National,E92000001,England,State-funded secondary,29,110
201516,National,E92000001,England,State-funded secondary,30,145
201516,National,E92000001,England,State-funded secondary,31,70
201516,National,E92000001,England,State-funded secondary,32,80
201516,National,E92000001,England,State-funded secondary,33,70
201516,National,E92000001,England,State-funded secondary,34,55
201516,National,E92000001,England,State-funded secondary,35,65
201516,National,E92000001,England,State-funded secondary,36,45
201516,National,E92000001,England,State-funded secondary,37,40
201516,National,E92000001,England,State-funded secondary,38,40
201516,National,E92000001,England,State-funded secondary,39,40
201516,National,E92000001,England,State-funded secondary,40,50
201516,National,E92000001,England,State-funded secondary,41,20
201516,National,E92000001,England,State-funded secondary,42,45
201516,National,E92000001,England,State-funded secondary,43,35
201516,National,E92000001,England,State-funded secondary,44,45
201516,National,E92000001,England,State-funded secondary,45,80
201516,National,E92000001,England,State-funded secondary,46 or more,65
201516,National,E92000001,England,Special school,Total,5440
201516,National,E92000001,England,Special school,1,1345
201516,National,E92000001,England,Special school,2,1010
201516,National,E92000001,England,Special school,3,715
201516,National,E92000001,England,Special school,4,440
201516,National,E92000001,England,Special school,5,440
201516,National,E92000001,England,Special school,6,270
201516,National,E92000001,England,Special school,7,200
201516,National,E92000001,England,Special school,8,150
201516,National,E92000001,England,Special school,9,125
201516,National,E92000001,England,Special school,10,115
201516,National,E92000001,England,Special school,11,90
201516,National,E92000001,England,Special school,12,80
201516,National,E92000001,England,Special school,13,65
201516,National,E92000001,England,Special school,14,55
201516,National,E92000001,England,Special school,15,55
201516,National,E92000001,England,Special school,16,40
201516,National,E92000001,England,Special school,17,30
201516,National,E92000001,England,Special school,18,30
201516,National,E92000001,England,Special school,19,25
201516,National,E92000001,England,Special school,20,25
201516,National,E92000001,England,Special school,21,15
201516,National,E92000001,England,Special school,22,10
201516,National,E92000001,England,Special school,23,10
201516,National,E92000001,England,Special school,24,10
201516,National,E92000001,England,Special school,25,10
201516,National,E92000001,England,Special school,26,5
201516,National,E92000001,England,Special school,27,5
201516,National,E92000001,England,Special school,28,10
201516,National,E92000001,England,Special school,29,5
201516,National,E92000001,England,Special school,30,10
201516,National,E92000001,England,Special school,31,5
201516,National,E92000001,England,Special school,33,5
201516,National,E92000001,England,Special school,34,5
201516,National,E92000001,England,Special school,35,5
201516,National,E92000001,England,Special school,36,x
201516,National,E92000001,England,Special school,37,5
201516,National,E92000001,England,Special school,40,x
201516,National,E92000001,England,Special school,41,x
201516,National,E92000001,England,Special school,42,5
201516,National,E92000001,England,Special school,43,5
201516,National,E92000001,England,Special school,44,x
201516,National,E92000001,England,Special school,45,5
201516,National,E92000001,England,Special school,46 or more,5
201415,National,E92000001,England,Total,Total,154055
201415,National,E92000001,England,Total,1,44170
201415,National,E92000001,England,Total,2,29090
201415,National,E92000001,England,Total,3,20115
201415,National,E92000001,England,Total,4,9435
201415,National,E92000001,England,Total,5,15990
201415,National,E92000001,England,Total,6,5945
201415,National,E92000001,England,Total,7,4750
201415,National,E92000001,England,Total,8,4085
201415,National,E92000001,England,Total,9,2800
201415,National,E92000001,England,Total,10,3685
201415,National,E92000001,England,Total,11,2025
201415,National,E92000001,England,Total,12,1640
201415,National,E92000001,England,Total,13,1435
201415,National,E92000001,England,Total,14,1170
201415,National,E92000001,England,Total,15,1455
201415,National,E92000001,England,Total,16,810
201415,National,E92000001,England,Total,17,680
201415,National,E92000001,England,Total,18,660
201415,National,E92000001,England,Total,19,485
201415,National,E92000001,England,Total,20,560
201415,National,E92000001,England,Total,21,380
201415,National,E92000001,England,Total,22,305
201415,National,E92000001,England,Total,23,280
201415,National,E92000001,England,Total,24,225
201415,National,E92000001,England,Total,25,265
201415,National,E92000001,England,Total,26,175
201415,National,E92000001,England,Total,27,150
201415,National,E92000001,England,Total,28,130
201415,National,E92000001,England,Total,29,130
201415,National,E92000001,England,Total,30,140
201415,National,E92000001,England,Total,31,95
201415,National,E92000001,England,Total,32,60
201415,National,E92000001,England,Total,33,65
201415,National,E92000001,England,Total,34,75
201415,National,E92000001,England,Total,35,75
201415,National,E92000001,England,Total,36,50
201415,National,E92000001,England,Total,37,50
201415,National,E92000001,England,Total,38,55
201415,National,E92000001,England,Total,39,30
201415,National,E92000001,England,Total,40,55
201415,National,E92000001,England,Total,41,30
201415,National,E92000001,England,Total,42,25
201415,National,E92000001,England,Total,43,20
201415,National,E92000001,England,Total,44,70
201415,National,E92000001,England,Total,45,95
201415,National,E92000001,England,Total,46 or more,50
201415,National,E92000001,England,State-funded primary,Total,23625
201415,National,E92000001,England,State-funded primary,1,7200
201415,National,E92000001,England,State-funded primary,2,4960
201415,National,E92000001,England,State-funded primary,3,2865
201415,National,E92000001,England,State-funded primary,4,1620
201415,National,E92000001,England,State-funded primary,5,1655
201415,National,E92000001,England,State-funded primary,6,975
201415,National,E92000001,England,State-funded primary,7,745
201415,National,E92000001,England,State-funded primary,8,590
201415,National,E92000001,England,State-funded primary,9,465
201415,National,E92000001,England,State-funded primary,10,475
201415,National,E92000001,England,State-funded primary,11,365
201415,National,E92000001,England,State-funded primary,12,265
201415,National,E92000001,England,State-funded primary,13,215
201415,National,E92000001,England,State-funded primary,14,190
201415,National,E92000001,England,State-funded primary,15,180
201415,National,E92000001,England,State-funded primary,16,130
201415,National,E92000001,England,State-funded primary,17,120
201415,National,E92000001,England,State-funded primary,18,90
201415,National,E92000001,England,State-funded primary,19,85
201415,National,E92000001,England,State-funded primary,20,70
201415,National,E92000001,England,State-funded primary,21,50
201415,National,E92000001,England,State-funded primary,22,35
201415,National,E92000001,England,State-funded primary,23,40
201415,National,E92000001,England,State-funded primary,24,30
201415,National,E92000001,England,State-funded primary,25,30
201415,National,E92000001,England,State-funded primary,26,15
201415,National,E92000001,England,State-funded primary,27,25
201415,National,E92000001,England,State-funded primary,28,10
201415,National,E92000001,England,State-funded primary,29,15
201415,National,E92000001,England,State-funded primary,30,15
201415,National,E92000001,England,State-funded primary,31,15
201415,National,E92000001,England,State-funded primary,32,5
201415,National,E92000001,England,State-funded primary,33,10
201415,National,E92000001,England,State-funded primary,34,10
201415,National,E92000001,England,State-funded primary,35,5
201415,National,E92000001,England,State-funded primary,36,5
201415,National,E92000001,England,State-funded primary,37,x
201415,National,E92000001,England,State-funded primary,38,5
201415,National,E92000001,England,State-funded primary,39,5
201415,National,E92000001,England,State-funded primary,40,5
201415,National,E92000001,England,State-funded primary,41,x
201415,National,E92000001,England,State-funded primary,42,5
201415,National,E92000001,England,State-funded primary,43,x
201415,National,E92000001,England,State-funded primary,44,10
201415,National,E92000001,England,State-funded primary,45,15
201415,National,E92000001,England,State-funded primary,46 or more,5
201415,National,E92000001,England,State-funded secondary,Total,124995
201415,National,E92000001,England,State-funded secondary,1,35665
201415,National,E92000001,England,State-funded secondary,2,23175
201415,National,E92000001,England,State-funded secondary,3,16585
201415,National,E92000001,England,State-funded secondary,4,7380
201415,National,E92000001,England,State-funded secondary,5,13860
201415,National,E92000001,England,State-funded secondary,6,4715
201415,National,E92000001,England,State-funded secondary,7,3810
201415,National,E92000001,England,State-funded secondary,8,3315
201415,National,E92000001,England,State-funded secondary,9,2210
201415,National,E92000001,England,State-funded secondary,10,3070
201415,National,E92000001,England,State-funded secondary,11,1560
201415,National,E92000001,England,State-funded secondary,12,1300
201415,National,E92000001,England,State-funded secondary,13,1150
201415,National,E92000001,England,State-funded secondary,14,915
201415,National,E92000001,England,State-funded secondary,15,1200
201415,National,E92000001,England,State-funded secondary,16,635
201415,National,E92000001,England,State-funded secondary,17,525
201415,National,E92000001,England,State-funded secondary,18,540
201415,National,E92000001,England,State-funded secondary,19,370
201415,National,E92000001,England,State-funded secondary,20,460
201415,National,E92000001,England,State-funded secondary,21,310
201415,National,E92000001,England,State-funded secondary,22,255
201415,National,E92000001,England,State-funded secondary,23,230
201415,National,E92000001,England,State-funded secondary,24,180
201415,National,E92000001,England,State-funded secondary,25,225
201415,National,E92000001,England,State-funded secondary,26,150
201415,National,E92000001,England,State-funded secondary,27,120
201415,National,E92000001,England,State-funded secondary,28,115
201415,National,E92000001,England,State-funded secondary,29,110
201415,National,E92000001,England,State-funded secondary,30,120
201415,National,E92000001,England,State-funded secondary,31,75
201415,National,E92000001,England,State-funded secondary,32,50
201415,National,E92000001,England,State-funded secondary,33,55
201415,National,E92000001,England,State-funded secondary,34,60
201415,National,E92000001,England,State-funded secondary,35,70
201415,National,E92000001,England,State-funded secondary,36,45
201415,National,E92000001,England,State-funded secondary,37,45
201415,National,E92000001,England,State-funded secondary,38,45
201415,National,E92000001,England,State-funded secondary,39,25
201415,National,E92000001,England,State-funded secondary,40,45
201415,National,E92000001,England,State-funded secondary,41,25
201415,National,E92000001,England,State-funded secondary,42,15
201415,National,E92000001,England,State-funded secondary,43,20
201415,National,E92000001,England,State-funded secondary,44,55
201415,National,E92000001,England,State-funded secondary,45,70
201415,National,E92000001,England,State-funded secondary,46 or more,45
201415,National,E92000001,England,Special school,Total,5435
201415,National,E92000001,England,Special school,1,1300
201415,National,E92000001,England,Special school,2,950
201415,National,E92000001,England,Special school,3,665
201415,National,E92000001,England,Special school,4,440
201415,National,E92000001,England,Special school,5,475
201415,National,E92000001,England,Special school,6,255
201415,National,E92000001,England,Special school,7,195
201415,National,E92000001,England,Special school,8,180
201415,National,E92000001,England,Special school,9,120
201415,National,E92000001,England,Special school,10,140
201415,National,E92000001,England,Special school,11,100
201415,National,E92000001,England,Special school,12,75
201415,National,E92000001,England,Special school,13,70
201415,National,E92000001,England,Special school,14,65
201415,National,E92000001,England,Special school,15,75
201415,National,E92000001,England,Special school,16,40
201415,National,E92000001,England,Special school,17,40
201415,National,E92000001,England,Special school,18,30
201415,National,E92000001,England,Special school,19,30
201415,National,E92000001,England,Special school,20,25
201415,National,E92000001,England,Special school,21,25
201415,National,E92000001,England,Special school,22,15
201415,National,E92000001,England,Special school,23,10
201415,National,E92000001,England,Special school,24,15
201415,National,E92000001,England,Special school,25,10
201415,National,E92000001,England,Special school,26,10
201415,National,E92000001,England,Special school,27,10
201415,National,E92000001,England,Special school,28,5
201415,National,E92000001,England,Special school,29,5
201415,National,E92000001,England,Special school,30,5
201415,National,E92000001,England,Special school,31,5
201415,National,E92000001,England,Special school,32,x
201415,National,E92000001,England,Special school,33,5
201415,National,E92000001,England,Special school,34,5
201415,National,E92000001,England,Special school,35,5
201415,National,E92000001,England,Special school,36,x
201415,National,E92000001,England,Special school,37,x
201415,National,E92000001,England,Special school,38,x
201415,National,E92000001,England,Special school,39,x
201415,National,E92000001,England,Special school,41,x
201415,National,E92000001,England,Special school,42,x
201415,National,E92000001,England,Special school,43,x
201415,National,E92000001,England,Special school,44,5
201415,National,E92000001,England,Special school,45,15
201415,National,E92000001,England,Special school,46 or more,x
201314,National,E92000001,England,Total,Total,142845
201314,National,E92000001,England,Total,1,40975
201314,National,E92000001,England,Total,2,27805
201314,National,E92000001,England,Total,3,18990
201314,National,E92000001,England,Total,4,8915
201314,National,E92000001,England,Total,5,14900
201314,National,E92000001,England,Total,6,5440
201314,National,E92000001,England,Total,7,4210
201314,National,E92000001,England,Total,8,3705
201314,National,E92000001,England,Total,9,2520
201314,National,E92000001,England,Total,10,3380
201314,National,E92000001,England,Total,11,1725
201314,National,E92000001,England,Total,12,1490
201314,National,E92000001,England,Total,13,1290
201314,National,E92000001,England,Total,14,1085
201314,National,E92000001,England,Total,15,1280
201314,National,E92000001,England,Total,16,775
201314,National,E92000001,England,Total,17,630
201314,National,E92000001,England,Total,18,520
201314,National,E92000001,England,Total,19,405
201314,National,E92000001,England,Total,20,440
201314,National,E92000001,England,Total,21,310
201314,National,E92000001,England,Total,22,230
201314,National,E92000001,England,Total,23,250
201314,National,E92000001,England,Total,24,180
201314,National,E92000001,England,Total,25,190
201314,National,E92000001,England,Total,26,125
201314,National,E92000001,England,Total,27,120
201314,National,E92000001,England,Total,28,115
201314,National,E92000001,England,Total,29,85
201314,National,E92000001,England,Total,30,100
201314,National,E92000001,England,Total,31,80
201314,National,E92000001,England,Total,32,60
201314,National,E92000001,England,Total,33,60
201314,National,E92000001,England,Total,34,60
201314,National,E92000001,England,Total,35,50
201314,National,E92000001,England,Total,36,30
201314,National,E92000001,England,Total,37,30
201314,National,E92000001,England,Total,38,30
201314,National,E92000001,England,Total,39,25
201314,National,E92000001,England,Total,40,35
201314,National,E92000001,England,Total,41,20
201314,National,E92000001,England,Total,42,30
201314,National,E92000001,England,Total,43,20
201314,National,E92000001,England,Total,44,35
201314,National,E92000001,England,Total,45,55
201314,National,E92000001,England,Total,46 or more,45
201314,National,E92000001,England,State-funded primary,Total,21650
201314,National,E92000001,England,State-funded primary,1,6240
201314,National,E92000001,England,State-funded primary,2,4585
201314,National,E92000001,England,State-funded primary,3,2745
201314,National,E92000001,England,State-funded primary,4,1580
201314,National,E92000001,England,State-funded primary,5,1560
201314,National,E92000001,England,State-funded primary,6,915
201314,National,E92000001,England,State-funded primary,7,700
201314,National,E92000001,England,State-funded primary,8,575
201314,National,E92000001,England,State-funded primary,9,465
201314,National,E92000001,England,State-funded primary,10,425
201314,National,E92000001,England,State-funded primary,11,270
201314,National,E92000001,England,State-funded primary,12,240
201314,National,E92000001,England,State-funded primary,13,210
201314,National,E92000001,England,State-funded primary,14,180
201314,National,E92000001,England,State-funded primary,15,190
201314,National,E92000001,England,State-funded primary,16,115
201314,National,E92000001,England,State-funded primary,17,110
201314,National,E92000001,England,State-funded primary,18,65
201314,National,E92000001,England,State-funded primary,19,65
201314,National,E92000001,England,State-funded primary,20,65
201314,National,E92000001,England,State-funded primary,21,45
201314,National,E92000001,England,State-funded primary,22,30
201314,National,E92000001,England,State-funded primary,23,45
201314,National,E92000001,England,State-funded primary,24,25
201314,National,E92000001,England,State-funded primary,25,25
201314,National,E92000001,England,State-funded primary,26,25
201314,National,E92000001,England,State-funded primary,27,15
201314,National,E92000001,England,State-funded primary,28,20
201314,National,E92000001,England,State-funded primary,29,15
201314,National,E92000001,England,State-funded primary,30,10
201314,National,E92000001,England,State-funded primary,31,10
201314,National,E92000001,England,State-funded primary,32,5
201314,National,E92000001,England,State-funded primary,33,10
201314,National,E92000001,England,State-funded primary,34,10
201314,National,E92000001,England,State-funded primary,35,5
201314,National,E92000001,England,State-funded primary,36,5
201314,National,E92000001,England,State-funded primary,37,5
201314,National,E92000001,England,State-funded primary,38,5
201314,National,E92000001,England,State-funded primary,39,x
201314,National,E92000001,England,State-funded primary,40,5
201314,National,E92000001,England,State-funded primary,41,5
201314,National,E92000001,England,State-funded primary,42,5
201314,National,E92000001,England,State-funded primary,43,x
201314,National,E92000001,England,State-funded primary,44,x
201314,National,E92000001,England,State-funded primary,45,5
201314,National,E92000001,England,State-funded primary,46 or more,15
201314,National,E92000001,England,State-funded secondary,Total,115675
201314,National,E92000001,England,State-funded secondary,1,33380
201314,National,E92000001,England,State-funded secondary,2,22285
201314,National,E92000001,England,State-funded secondary,3,15540
201314,National,E92000001,England,State-funded secondary,4,6885
201314,National,E92000001,England,State-funded secondary,5,12855
201314,National,E92000001,England,State-funded secondary,6,4240
201314,National,E92000001,England,State-funded secondary,7,3295
201314,National,E92000001,England,State-funded secondary,8,2970
201314,National,E92000001,England,State-funded secondary,9,1915
201314,National,E92000001,England,State-funded secondary,10,2825
201314,National,E92000001,England,State-funded secondary,11,1360
201314,National,E92000001,England,State-funded secondary,12,1175
201314,National,E92000001,England,State-funded secondary,13,1020
201314,National,E92000001,England,State-funded secondary,14,845
201314,National,E92000001,England,State-funded secondary,15,1025
201314,National,E92000001,England,State-funded secondary,16,610
201314,National,E92000001,England,State-funded secondary,17,480
201314,National,E92000001,England,State-funded secondary,18,425
201314,National,E92000001,England,State-funded secondary,19,315
201314,National,E92000001,England,State-funded secondary,20,355
201314,National,E92000001,England,State-funded secondary,21,245
201314,National,E92000001,England,State-funded secondary,22,185
201314,National,E92000001,England,State-funded secondary,23,190
201314,National,E92000001,England,State-funded secondary,24,145
201314,National,E92000001,England,State-funded secondary,25,150
201314,National,E92000001,England,State-funded secondary,26,90
201314,National,E92000001,England,State-funded secondary,27,100
201314,National,E92000001,England,State-funded secondary,28,90
201314,National,E92000001,England,State-funded secondary,29,70
201314,National,E92000001,England,State-funded secondary,30,80
201314,National,E92000001,England,State-funded secondary,31,65
201314,National,E92000001,England,State-funded secondary,32,55
201314,National,E92000001,England,State-funded secondary,33,45
201314,National,E92000001,England,State-funded secondary,34,45
201314,National,E92000001,England,State-funded secondary,35,50
201314,National,E92000001,England,State-funded secondary,36,25
201314,National,E92000001,England,State-funded secondary,37,25
201314,National,E92000001,England,State-funded secondary,38,20
201314,National,E92000001,England,State-funded secondary,39,20
201314,National,E92000001,England,State-funded secondary,40,30
201314,National,E92000001,England,State-funded secondary,41,15
201314,National,E92000001,England,State-funded secondary,42,25
201314,National,E92000001,England,State-funded secondary,43,15
201314,National,E92000001,England,State-funded secondary,44,30
201314,National,E92000001,England,State-funded secondary,45,45
201314,National,E92000001,England,State-funded secondary,46 or more,25
201314,National,E92000001,England,Special school,Total,5520
201314,National,E92000001,England,Special school,1,1350
201314,National,E92000001,England,Special school,2,940
201314,National,E92000001,England,Special school,3,705
201314,National,E92000001,England,Special school,4,450
201314,National,E92000001,England,Special school,5,485
201314,National,E92000001,England,Special school,6,285
201314,National,E92000001,England,Special school,7,215
201314,National,E92000001,England,Special school,8,160
201314,National,E92000001,England,Special school,9,140
201314,National,E92000001,England,Special school,10,130
201314,National,E92000001,England,Special school,11,90
201314,National,E92000001,England,Special school,12,75
201314,National,E92000001,England,Special school,13,65
201314,National,E92000001,England,Special school,14,55
201314,National,E92000001,England,Special school,15,65
201314,National,E92000001,England,Special school,16,50
201314,National,E92000001,England,Special school,17,35
201314,National,E92000001,England,Special school,18,30
201314,National,E92000001,England,Special school,19,30
201314,National,E92000001,England,Special school,20,20
201314,National,E92000001,England,Special school,21,25
201314,National,E92000001,England,Special school,22,20
201314,National,E92000001,England,Special school,23,15
201314,National,E92000001,England,Special school,24,5
201314,National,E92000001,England,Special school,25,10
201314,National,E92000001,England,Special school,26,10
201314,National,E92000001,England,Special school,27,5
201314,National,E92000001,England,Special school,28,5
201314,National,E92000001,England,Special school,29,x
201314,National,E92000001,England,Special school,30,5
201314,National,E92000001,England,Special school,31,5
201314,National,E92000001,England,Special school,32,5
201314,National,E92000001,England,Special school,33,5
201314,National,E92000001,England,Special school,34,x
201314,National,E92000001,England,Special school,35,x
201314,National,E92000001,England,Special school,36,x
201314,National,E92000001,England,Special school,38,5
201314,National,E92000001,England,Special school,39,x
201314,National,E92000001,England,Special school,40,5
201314,National,E92000001,England,Special school,41,x
201314,National,E92000001,England,Special school,42,x
201314,National,E92000001,England,Special school,43,x
201314,National,E92000001,England,Special school,44,x
201314,National,E92000001,England,Special school,45,5
201314,National,E92000001,England,Special school,46 or more,5
201213,National,E92000001,England,Total,Total,146070
201213,National,E92000001,England,Total,1,41855
201213,National,E92000001,England,Total,2,28710
201213,National,E92000001,England,Total,3,19705
201213,National,E92000001,England,Total,4,8920
201213,National,E92000001,England,Total,5,15545
201213,National,E92000001,England,Total,6,5525
201213,National,E92000001,England,Total,7,4395
201213,National,E92000001,England,Total,8,3790
201213,National,E92000001,England,Total,9,2455
201213,National,E92000001,England,Total,10,3285
201213,National,E92000001,England,Total,11,1785
201213,National,E92000001,England,Total,12,1535
201213,National,E92000001,England,Total,13,1245
201213,National,E92000001,England,Total,14,1010
201213,National,E92000001,England,Total,15,1290
201213,National,E92000001,England,Total,16,710
201213,National,E92000001,England,Total,17,635
201213,National,E92000001,England,Total,18,500
201213,National,E92000001,England,Total,19,375
201213,National,E92000001,England,Total,20,480
201213,National,E92000001,England,Total,21,290
201213,National,E92000001,England,Total,22,280
201213,National,E92000001,England,Total,23,210
201213,National,E92000001,England,Total,24,175
201213,National,E92000001,England,Total,25,200
201213,National,E92000001,England,Total,26,120
201213,National,E92000001,England,Total,27,125
201213,National,E92000001,England,Total,28,105
201213,National,E92000001,England,Total,29,85
201213,National,E92000001,England,Total,30,95
201213,National,E92000001,England,Total,31,70
201213,National,E92000001,England,Total,32,70
201213,National,E92000001,England,Total,33,55
201213,National,E92000001,England,Total,34,40
201213,National,E92000001,England,Total,35,45
201213,National,E92000001,England,Total,36,35
201213,National,E92000001,England,Total,37,40
201213,National,E92000001,England,Total,38,35
201213,National,E92000001,England,Total,39,25
201213,National,E92000001,England,Total,40,35
201213,National,E92000001,England,Total,41,20
201213,National,E92000001,England,Total,42,15
201213,National,E92000001,England,Total,43,20
201213,National,E92000001,England,Total,44,25
201213,National,E92000001,England,Total,45,60
201213,National,E92000001,England,Total,46 or more,40
201213,National,E92000001,England,State-funded primary,Total,19385
201213,National,E92000001,England,State-funded primary,1,5910
201213,National,E92000001,England,State-funded primary,2,4130
201213,National,E92000001,England,State-funded primary,3,2500
201213,National,E92000001,England,State-funded primary,4,1335
201213,National,E92000001,England,State-funded primary,5,1390
201213,National,E92000001,England,State-funded primary,6,765
201213,National,E92000001,England,State-funded primary,7,645
201213,National,E92000001,England,State-funded primary,8,455
201213,National,E92000001,England,State-funded primary,9,365
201213,National,E92000001,England,State-funded primary,10,375
201213,National,E92000001,England,State-funded primary,11,245
201213,National,E92000001,England,State-funded primary,12,235
201213,National,E92000001,England,State-funded primary,13,145
201213,National,E92000001,England,State-funded primary,14,130
201213,National,E92000001,England,State-funded primary,15,145
201213,National,E92000001,England,State-funded primary,16,105
201213,National,E92000001,England,State-funded primary,17,80
201213,National,E92000001,England,State-funded primary,18,50
201213,National,E92000001,England,State-funded primary,19,55
201213,National,E92000001,England,State-funded primary,20,45
201213,National,E92000001,England,State-funded primary,21,40
201213,National,E92000001,England,State-funded primary,22,35
201213,National,E92000001,England,State-funded primary,23,20
201213,National,E92000001,England,State-funded primary,24,10
201213,National,E92000001,England,State-funded primary,25,20
201213,National,E92000001,England,State-funded primary,26,15
201213,National,E92000001,England,State-funded primary,27,15
201213,National,E92000001,England,State-funded primary,28,10
201213,National,E92000001,England,State-funded primary,29,10
201213,National,E92000001,England,State-funded primary,30,20
201213,National,E92000001,England,State-funded primary,31,10
201213,National,E92000001,England,State-funded primary,32,5
201213,National,E92000001,England,State-funded primary,33,5
201213,National,E92000001,England,State-funded primary,34,5
201213,National,E92000001,England,State-funded primary,35,5
